"serial","admin_level_0_code","admin_level_1_code","admin_level_2_code","district","admin_level_1_name","admin_level_2_name","event","location","year","month","day","deaths","injured","missing","affected","houses_destroyed","houses_damaged","others","sources","losses $loc","losses $usd","date","health","education","agriculture","industry","aqueduct","sewerage","energy","communication","cause","damaged roads","magnitude","damaged hospitals","damaged education centers","damage in crops Ha.","lost cattle","evacuated","relocated","latitude","longitude","comments","zero_shifts","one_shift","two_shifts","three_shifts","rainfall_2days","rainfall_3days","rainfall_4days","pcode","pcode_parent","Land area","Violent incidents last year","% persons with disability","% Access to safe drinking water","Nr. of educational facilities per 10,000 people","% Access to electricity","Average elevation","% employed","Drought exposure","Earthquake exposure","Flood exposure","Nr. of health facilities per 10,000 people","% Access improved sanitation","% Literacy","% having mosquito nets","% of orphans under 18","Population density","Population","Poverty incidence","% permanent roof type","% Subsistence farming","Travel time to nearest city","% permanent wall type","% with internet access","% with mobile access","# of displaced persons","# of displaced / local population","pcode_level2","Violent incidents last year (0-10)","Drought exposure (0-10)","Earthquake exposure (0-10)","Flood exposure (0-10)","Hazards exposure","% persons with disability (0-10)","% employed (0-10)","% Literacy (0-10)","% having mosquito nets (0-10)","% of orphans under 18 (0-10)","Poverty incidence (0-10)","% permanent roof type (0-10)","% Subsistence farming (0-10)","% permanent wall type (0-10)","Vulnerability","% Access to safe drinking water (0-10)","Nr. of educational facilities per 10,000 people (0-10)","% Access to electricity (0-10)","Nr. of health facilities per 10,000 people (0-10)","% Access improved sanitation (0-10)","Travel time to nearest city (0-10)","% with internet access (0-10)","% with mobile access (0-10)","Lack of Coping Capacity","Risk score"
5313,221,221445,NA,"BUTALEJA","BUSABA",NA,"FLOOD",NA,2018,5,3,0,0,0,0,0,0,NA,"district file",0,0,2018-05-03,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,200,0,0,0,0,0,"a number of people were submerged due to a limited number of culvert , crops damaged include maize , cassava,sorghum,beans,millet,sweet potatoes",8.10237722,0,18.1023045,4.4736459,8.10237722,26.20468172,30.67832762,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5372,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,"District",0,0,2018-05-04,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"The heavy floods destroyed a lot of foods, roads, bridges, schools, people's houses, toilets, trees domestic animals and birds.",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5376,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,1,0,0,NA,"district file",0,0,2018-05-04,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,2,0,0,0,0,"the heavy floods destroyed a lot of foods , roads , bridges , schools, peoples houses , toilets ,trees,domestics,and birds",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5404,221,NA,NA,"BUTALEJA",NA,NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,"Butaleja district local government",0,0,2018-05-04,0,0,0,0,0,0,0,0,"El Niño",0,NA,0,0,0,0,0,0,0,0,"The floods destroyed a lot of foods ,roads, bridges schools houses,toilets , trees,domestic animals and birds",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5433,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,"Butaleja district local government",0,0,2018-05-04,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"this flood also destroyed alt of food ,roads, briges,schools ,houses,toilets,trees.domestic animals and birds",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5434,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,"Butaleja district local government",0,0,2018-05-04,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"the heavy floods destroyed bridges,food ,schools, houses,toilets, domestic animals,and birds",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5440,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,"BUTALEJA",0,0,2018-05-04,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"the flood also destroyed many acres of crops,trees, bridges,schools houses toilets and trees",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5441,221,221446,NA,"BUTALEJA","BUSOLWE",NA,"FLOOD",NA,2018,5,4,0,0,0,0,0,0,NA,NA,0,0,2018-05-04,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"heavy floods destroyed a lot of foods,rads,bridges,peoples houses,toilets,trees,domestic animals and birds.",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5442,221,221446,2214461594,"BUTALEJA","BUSOLWE","BUBALYA","FLOOD",NA,2018,5,4,0,0,0,2,0,0,NA,NA,0,0,2018-05-04,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"the floods destroyed a lot of food,roads,brides,schools,peoples houses,toilets,trees,domestic animals and birds.",11.297577,8.10237722,0,18.1023045,19.39995422,19.39995422,37.50225872,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
5435,221,221446,2214461584,"BUTALEJA","BUSOLWE","MUGULU","FLOOD",NA,2018,6,20,0,0,0,0,0,0,NA,NA,0,0,2018-06-20,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"The floods destroyed houses,toilet,schools,domestic animals and birds ,bridges and roads.",1.28822021,0,13.51134911,0,1.28822021,14.79956932,14.79956932,"21UGA003003","21UGA003",6563151,0,0.1743,0.9198,47138,0.0508,10856244,0.8661,0.2387,0,2e-04,0.6569,0.15,0.5864,0.968,0.0464,3943475,2588161925,0.62,0.6956,0.8995,766344,0.5792,0.026,0.23,NA,NA,NA,0,55133,0,0.6684,18942,63805,11098,86439,0.9618,0.2818,59639,33226,9194,39339,53422,0.7592,82999,95646,86843,67098,57135,99714,77778,79545,5595
6343,106,NA,NA,"BUTAMBALA",NA,NA,"FLOOD",NA,2012,6,4,1,0,0,0,0,0,NA,"new vision",0,0,2012-06-04,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"fire gutted kibibi junior school in Butambala district killing  seven year old pupil",0,0,0,0,0,0,0,"21UGA012002","21UGA012",4054447,0,0.0608,0.7711,122632,0.1869,11968146,0.7125,0.289,0,3e-04,16304,0.3122,0.8185,0.8993,0.0811,3479438,1410719546,0.5586,0.9837,0.7434,975115,0.8264,0.053,0.456,NA,NA,NA,0,61411,0,0.9618,22278,0.8439,28008,30131,46534,3654,51543,0.1339,75769,12266,36009,25918,49555,79046,44891,21485,62744,9.2,45166,58264,40466
3168,106,106064,NA,"BUTAMBALA","KALAMBA",NA,"FLOOD","KAKONGE VILLAGE",2014,7,31,0,0,0,520,0,0,NA,"CAO, BUTAMBALA DISTRICT",0,0,2014-07-31,0,0,-1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"THE STORM DESTROYED ACRES OF CROPLAND HENCE THE AFFECTED PEOPLE NOW LACK FOOD.",0,0,0,1.30579807,0,0,1.30579807,"21UGA012002","21UGA012",4054447,0,0.0608,0.7711,122632,0.1869,11968146,0.7125,0.289,0,3e-04,16304,0.3122,0.8185,0.8993,0.0811,3479438,1410719546,0.5586,0.9837,0.7434,975115,0.8264,0.053,0.456,NA,NA,NA,0,61411,0,0.9618,22278,0.8439,28008,30131,46534,3654,51543,0.1339,75769,12266,36009,25918,49555,79046,44891,21485,62744,9.2,45166,58264,40466
6432,123,123101,NA,"BUVUMA","BUGAYA",NA,"FLOOD",NA,2013,5,6,1,0,0,0,0,0,NA,"new vision",0,0,2013-05-06,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"The several landfing sites that got flooded werte Lyabana, liibu, luwero, Nkata, Muwama, Nsinga, Buwanga
Traders drowned after the boat on which he was sailing capsied after being hit by strong winds.",25.16122632,6.2432385,0.816637,10.935247,31.40446482,32.22110182,43.15634882,"21UGA011002","21UGA011",96222142,0,0.2339,0.3559,7787,0.0698,11356926,0.8607,0.2127,0,7e-04,1442,0.1324,0.6213,0.8554,0.0623,72069,693461484,0.5715,0.6613,0.5215,1363163,0.0711,0.048,0.437,NA,NA,NA,0,51349,0,19452,20427,92878,11692,77972,70124,1827,53244,37023,52782,94984,65113,77089,69385,93328,5301,72047,70543,93429,47908,7548,58141
5259,205,NA,NA,"BUYENDE",NA,NA,"FLOOD",NA,2010,5,26,0,0,0,0,0,0,NA,"New Vision",0,0,2010-05-26,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"Floods swept the Nabirumba - Buyende road and the Bugaga -Beekula road.National Trunk roads were destroyed and culvers destroyed too.",9.2137368,1.90813287,4.41156603,14.2449085,11.12186967,15.5334357,29.7783442,"21UGA005003","21UGA005",18810879,0,0.1558,0.8681,58684,0.0762,10513856,0.8489,0.1903,0,4e-04,0.6344,0.1628,0.5471,0.9548,0.0533,1675877,3152471468,0.7105,0.5887,0.8564,1278159,0.546,0.034,0.265,NA,NA,NA,0,47699,0,12335,17336,5478,12991,95973,16711,0.9524,71572,45058,87475,42974,57978,13964,77884,92548,87813,63498,69044,97429,72727,77932,56228
2684,205,NA,NA,"BUYENDE",NA,NA,"FLOOD",NA,2013,4,0,0,0,0,0,0,0,NA,"New-Vision April 12",0,0,2013-04-11,0,0,0,0,0,0,0,0,"Heavy Rain",-1,NA,0,0,0,0,0,0,0,0,"Transport disrupted due to destroyed roads",20.141999,4.68956574,6.2366361,5.43004301,24.83156474,31.06820084,36.49824385,"21UGA005003","21UGA005",18810879,0,0.1558,0.8681,58684,0.0762,10513856,0.8489,0.1903,0,4e-04,0.6344,0.1628,0.5471,0.9548,0.0533,1675877,3152471468,0.7105,0.5887,0.8564,1278159,0.546,0.034,0.265,NA,NA,NA,0,47699,0,12335,17336,5478,12991,95973,16711,0.9524,71572,45058,87475,42974,57978,13964,77884,92548,87813,63498,69044,97429,72727,77932,56228
580,317,NA,NA,"DOKOLO",NA,NA,"FLOOD",NA,2006,12,7,0,0,0,0,0,0,NA,"Statement to parliament by the Minister of Sate on El-Nino",0,0,2006-12-07,-1,-1,-1,0,0,0,0,0,"El Niño",0,NA,0,0,0,0,0,0,0,0,"The report reflects the floods were caused by the El-nino over the past three months.
Other affected Districts were Kitgum and Kawempe in Kampala.",1.70033635,10.07958815,0,7.02572824,11.7799245,11.7799245,18.80565274,"21UGA010004","21UGA010",10889225,0,0.1825,0.8542,53687,0.0682,1068068,0.9342,0.1435,0,4e-04,0.6584,0.0992,0.6789,0.9802,0.0947,1813194,1974427621,0.577,0.3258,0.9019,1288797,0.2306,0.04,0.216,NA,NA,NA,0,38452,0,12335,1409,67805,0.36,63998,0.3063,49757,53969,74156,92189,77516,61114,15677,80098,93524,86779,81384,69237,95714,79798,80554,58189
579,317,NA,NA,"DOKOLO",NA,NA,"FLOOD",NA,2007,9,0,0,0,0,0,0,0,NA,"Report from Min. of State for Disaster Preparedness, Relief and Refugees",0,0,2007-09-28,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"Destroyed structures included: classrooms, toilets and staff accomodation in the affected secondary schools",4.09630348,11.0516354,7.0768017,7.16125194,15.14793888,22.22474058,29.38599252,"21UGA010004","21UGA010",10889225,0,0.1825,0.8542,53687,0.0682,1068068,0.9342,0.1435,0,4e-04,0.6584,0.0992,0.6789,0.9802,0.0947,1813194,1974427621,0.577,0.3258,0.9019,1288797,0.2306,0.04,0.216,NA,NA,NA,0,38452,0,12335,1409,67805,0.36,63998,0.3063,49757,53969,74156,92189,77516,61114,15677,80098,93524,86779,81384,69237,95714,79798,80554,58189
2108,317,NA,NA,"DOKOLO",NA,NA,"FLOOD",NA,2008,6,2,0,0,0,0,0,0,NA,"Letter from SAS/MSRDP & R",0,0,2008-06-02,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,NA,13.730085,8.3462138,9.90426521,19.7867909,22.0762988,31.98056401,51.76735491,"21UGA010004","21UGA010",10889225,0,0.1825,0.8542,53687,0.0682,1068068,0.9342,0.1435,0,4e-04,0.6584,0.0992,0.6789,0.9802,0.0947,1813194,1974427621,0.577,0.3258,0.9019,1288797,0.2306,0.04,0.216,NA,NA,NA,0,38452,0,12335,1409,67805,0.36,63998,0.3063,49757,53969,74156,92189,77516,61114,15677,80098,93524,86779,81384,69237,95714,79798,80554,58189
582,317,NA,NA,"DOKOLO",NA,NA,"FLOOD",NA,2010,10,19,0,0,0,0,0,0,NA,"Letter Ref: CR/106/1",0,0,2010-10-19,0,0,-1,0,-1,0,0,0,"El Niño",-1,NA,0,0,0,0,0,0,0,0,"The figure recorded in the damages in roads as 52600 represents the damaged District roads.
The community raods affected add up to 21km, bottle-necks add up to 21km, the total length for the Ministry of works road is 16km.",10.3634933,8.4017661,12.61326419,11.25835969,18.7652594,31.37852359,42.63688328,"21UGA010004","21UGA010",10889225,0,0.1825,0.8542,53687,0.0682,1068068,0.9342,0.1435,0,4e-04,0.6584,0.0992,0.6789,0.9802,0.0947,1813194,1974427621,0.577,0.3258,0.9019,1288797,0.2306,0.04,0.216,NA,NA,NA,0,38452,0,12335,1409,67805,0.36,63998,0.3063,49757,53969,74156,92189,77516,61114,15677,80098,93524,86779,81384,69237,95714,79798,80554,58189
2049,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2007,7,0,0,0,0,0,0,0,NA,"Report from Min. of State for Disaster Preparedness, Relief and Refugees",0,0,2007-07-30,-1,-1,-1,-1,-1,0,0,0,"Heavy Rain",-1,NA,0,0,0,0,0,0,0,0,"The El-nino caused destruction of food crops in gardens and what had already been harvested by 98%. 
Roads and bridges collapsed.
A state of emergency was declared by His Excellency the President.
The figures of those affected(3,000,000) and relocated (300,000)captured in the Agago District data card are inclusive of Pader, Kitgum, Lamwo, Gulu, Amuru, Nwoya, Lira, Oyam, Apac, Otuke, Amolatar, Moroto, Abim, Kotido, Kaabong and Nakapiripirit.",24.4508794,22.42255,0,0,46.8734294,46.8734294,46.8734294,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
217,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2007,9,0,0,0,0,0,0,0,NA,"Report from Min. of State for Disaster Preparedness, Relief and Refugees",0,0,2007-09-28,0,-1,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"Classrooms, Toilets and staff houses were destroyed.",4.12844733,4.7137914,9.1478371,5.92515823,8.84223873,17.99007583,23.91523406,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
5200,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2007,9,12,0,0,0,0,0,0,NA,"New Vision",0,0,2007-09-12,0,0,0,0,0,0,0,0,"Rain",0,NA,0,0,0,0,0,0,0,0,NA,0.24078851,8.497915,7.31947676,1.46485852,8.73870351,16.05818027,17.52303879,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2126,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2008,6,2,0,0,0,0,0,0,NA,"Letter from SAS/MSRDP & R",0,0,2008-06-02,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,NA,20.081566,3.5186195,10.68309996,10.6892789,23.6001855,34.28328546,44.97256436,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2550,305,305511,NA,"GULU","PAICHO",NA,"FLOOD",NA,2013,9,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-09-10,0,-1,0,0,0,0,0,0,NA,-1,NA,0,0,0,0,0,0,0,0,"Homestead flooded",0,8.19485053,1.0232653,0.8513528,8.19485053,9.21811583,10.06946863,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2551,305,305511,NA,"GULU","PAICHO",NA,"FLOOD",NA,2013,9,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-09-10,0,-1,0,0,0,0,0,0,NA,-1,NA,0,0,0,0,0,0,0,0,"Sanitation problem at Pawel Ayiga primary school leading to closure. This was caused by collapsing latrine",0,8.19485053,1.0232653,0.8513528,8.19485053,9.21811583,10.06946863,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2552,305,305523,NA,"GULU","ONGAKO",NA,"FLOOD",NA,2013,9,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-09-10,0,-1,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"Two cases of displacement at Ongako with a 70 year old displaced",0,8.19485053,1.0232653,0.8513528,8.19485053,9.21811583,10.06946863,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2553,305,305512,NA,"GULU","PALARO",NA,"FLOOD",NA,2013,9,0,0,0,0,0,0,0,NA,"OPM",0,0,2013-09-10,0,0,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"No detailed information provided",0,8.19485053,1.0232653,0.8513528,8.19485053,9.21811583,10.06946863,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2906,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2013,10,28,0,0,0,0,0,0,NA,"HEADTEACHER PAWEL AYIGA",0,0,2013-10-28,0,-1,0,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"FLOODS DESTROYED SCHOOL",14.76245948,18.2162594,12.2119697,9.9681446,32.97871888,45.19068858,55.15883318,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2909,305,305523,NA,"GULU","ONGAKO",NA,"FLOOD",NA,2013,11,4,0,0,0,0,0,0,NA,"RDC-GULU",0,0,2013-11-04,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"CROPS WERE DESTROYED AND THIS AFFECTED FAMILIES",4.03675242,0,9.62940786,2.59091336,4.03675242,13.66616028,16.25707364,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2910,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2013,11,4,0,0,0,0,0,0,NA,"RDC-GULU",0,0,2013-11-04,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"FLOODS DESTROYED CROPS AND AFFECTED FAMILIES",4.03675242,0,9.62940786,2.59091336,4.03675242,13.66616028,16.25707364,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
6944,305,NA,NA,"GULU",NA,NA,"FLOOD",NA,2013,11,4,0,0,0,167,0,0,NA,"New Vision",0,0,2013-11-04,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,"fire gutted cental market 167 vendors.",4.03675242,0,9.62940786,2.59091336,4.03675242,13.66616028,16.25707364,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
2907,305,305511,NA,"GULU","PAICHO",NA,"FLOOD",NA,2013,11,14,0,0,0,0,0,0,NA,"RDC-GULU",0,0,2013-11-14,0,0,-1,0,0,0,0,0,"Heavy Rain",0,NA,0,0,0,0,0,0,0,0,"FLOODS DESTROYED CROPS",4.27971801,4.07717452,3.33749131,4.3989203,8.35689253,11.69438384,16.09330414,"21UGA001003","21UGA001",19359113,0,0.1108,0.8363,65658,0.2243,9808945,0.3379,0.0761,0,1e-04,15837,0.3102,0.7549,0.9378,0.1268,1565583,3030831981,0.65,0.3952,0.4766,722831,0.3504,0.191,0.436,NA,NA,NA,0,17747,0,0.3494,0.5577,32829,6925,4556,25846,80952,63594,66475,4813,64396,57854,17883,74795,74485,46904,22047,55774,52571,48052,52211,41934
